area_name,area_type,data_layer,uncertainty_score,year,scientific_name,common_name,functional_group,commercial_group,fishing_entity,fishing_sector,catch_type,reporting_status,gear_type,end_use_type,tonnes,landed_value
"Belize",eez,Reconstructed domestic catch,2,1987,"Alectis ciliaris","African pompano","Large pelagics (>=90 cm)","Perch-likes","Belize",Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,15.1095167679,991.5066545652145
"Belize",eez,Reconstructed domestic catch,1,1987,"Selene vomer","Lookdown","Medium demersals (30 - 89 cm)","Perch-likes","Belize",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,12.2324355908,14448.940687359373
"Belize",eez,Reconstructed domestic catch,2,1987,"Selene vomer","Lookdown","Medium demersals (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,3.5538461538,4197.799523076919
"Belize",eez,Reconstructed domestic catch,2,1987,"Selene vomer","Lookdown","Medium demersals (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,15.1095167679,17847.346096746674
"Belize",eez,Reconstructed domestic catch,1,1987,"Trachinotus goodei","Great pompano","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,0.8936142548,58.64015996256668
"Belize",eez,Reconstructed domestic catch,2,1987,"Trachinotus goodei","Great pompano","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,0.2596185820,17.03651782163997
"Belize",eez,Reconstructed domestic catch,2,1987,"Trachinotus goodei","Great pompano","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,1.1037932280,72.43238467551465
"Belize",eez,Reconstructed domestic catch,1,1987,"Chaetodipterus faber","Atlantic spadefish","Medium demersals (30 - 89 cm)","Perch-likes","Belize",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,12.2324355908,802.7087481396674
"Belize",eez,Reconstructed domestic catch,2,1987,"Chaetodipterus faber","Atlantic spadefish","Medium demersals (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Reported,small scale seine nets,Direct human consumption,0.1520767338,9.979478223828407
"Belize",eez,Reconstructed domestic catch,2,1987,"Chaetodipterus faber","Atlantic spadefish","Medium demersals (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,2.8917113576,189.75795839234286
"Belize",eez,Reconstructed domestic catch,2,1987,"Chaetodipterus faber","Atlantic spadefish","Medium demersals (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Reported,small scale pole lines,Direct human consumption,0.5100580624,33.47069074905889
"Belize",eez,Reconstructed domestic catch,2,1987,"Chaetodipterus faber","Atlantic spadefish","Medium demersals (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Unreported,small scale seine nets,Direct human consumption,0.6465687764,42.428705979523116
"Belize",eez,Reconstructed domestic catch,2,1987,"Chaetodipterus faber","Atlantic spadefish","Medium demersals (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,12.2943873636,806.7741061530802
"Belize",eez,Reconstructed domestic catch,2,1987,"Chaetodipterus faber","Atlantic spadefish","Medium demersals (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Unreported,small scale pole lines,Direct human consumption,2.1685606279,142.3038424326117
"Belize",eez,Reconstructed domestic catch,1,1987,"Gerres cinereus","Yellow fin mojarra","Small reef assoc. fish (<30 cm)","Perch-likes","Belize",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,12.2324355908,802.7087481396674
"Belize",eez,Reconstructed domestic catch,2,1987,"Gerres cinereus","Yellow fin mojarra","Small reef assoc. fish (<30 cm)","Perch-likes","Belize",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,3.5538461538,233.20812736523055
"Belize",eez,Reconstructed domestic catch,2,1987,"Gerres cinereus","Yellow fin mojarra","Small reef assoc. fish (<30 cm)","Perch-likes","Belize",Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,15.1095167679,991.5066545652145
"Belize",eez,Reconstructed domestic catch,1,1987,"Lachnolaimus maximus","Hogfish","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,12.2324355908,802.7087481396674
"Belize",eez,Reconstructed domestic catch,2,1987,"Lachnolaimus maximus","Hogfish","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,3.5538461538,233.20812736523055
"Belize",eez,Reconstructed domestic catch,2,1987,"Lachnolaimus maximus","Hogfish","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,15.1095167679,991.5066545652145
"Belize",eez,Reconstructed domestic catch,1,1987,"Megalops atlanticus","Tarpon","Large pelagics (>=90 cm)","Other fishes & inverts","Belize",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,0.4563718060,1270.071783056324
"Belize",eez,Reconstructed domestic catch,2,1987,"Megalops atlanticus","Tarpon","Large pelagics (>=90 cm)","Other fishes & inverts","Belize",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,0.1325880832,368.98945331345755
"Belize",eez,Reconstructed domestic catch,2,1987,"Megalops atlanticus","Tarpon","Large pelagics (>=90 cm)","Other fishes & inverts","Belize",Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,0.5637109146,1568.7939462405616
"Belize",eez,Reconstructed domestic catch,1,1987,"Mulloidichthys martinicus","Yellow goatfish","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,12.2324355908,802.7087481396674
"Belize",eez,Reconstructed domestic catch,2,1987,"Mulloidichthys martinicus","Yellow goatfish","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Reported,small scale seine nets,Direct human consumption,0.1520767338,9.979478223828407
"Belize",eez,Reconstructed domestic catch,2,1987,"Mulloidichthys martinicus","Yellow goatfish","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,2.8917113576,189.75795839234286
"Belize",eez,Reconstructed domestic catch,2,1987,"Mulloidichthys martinicus","Yellow goatfish","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Reported,small scale pole lines,Direct human consumption,0.5100580624,33.47069074905889
"Belize",eez,Reconstructed domestic catch,2,1987,"Mulloidichthys martinicus","Yellow goatfish","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Unreported,small scale seine nets,Direct human consumption,0.6465687764,42.428705979523116
"Belize",eez,Reconstructed domestic catch,2,1987,"Mulloidichthys martinicus","Yellow goatfish","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,12.2943873636,806.7741061530802
"Belize",eez,Reconstructed domestic catch,2,1987,"Mulloidichthys martinicus","Yellow goatfish","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Unreported,small scale pole lines,Direct human consumption,2.1685606279,142.3038424326117
"Belize",eez,Reconstructed domestic catch,1,1987,"Haemulon sciurus","Bluestriped grunt","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,51.5510630442,3382.8495539142878
"Belize",eez,Reconstructed domestic catch,2,1987,"Haemulon sciurus","Bluestriped grunt","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,14.9769476215,982.8072902593948
"Belize",eez,Reconstructed domestic catch,2,1987,"Haemulon sciurus","Bluestriped grunt","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,63.6759250185,4178.4991777807
"Belize",eez,Reconstructed domestic catch,1,1987,"Mycteroperca bonaci","Black grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,3.1782060499,13673.11597924884
"Belize",eez,Reconstructed domestic catch,2,1987,"Mycteroperca bonaci","Black grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize",Artisanal,Landings,Reported,small scale pole lines,Direct human consumption,0.9233529384,3972.4019205698523
"Belize",eez,Reconstructed domestic catch,2,1987,"Mycteroperca bonaci","Black grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize",Artisanal,Landings,Unreported,small scale pole lines,Direct human consumption,3.9257233154,16889.046635515566
"Belize",eez,Reconstructed domestic catch,1,1987,"Archosargus rhomboidalis","Western Atlantic seabream","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,12.2324355908,802.7087481396674
"Belize",eez,Reconstructed domestic catch,2,1987,"Archosargus rhomboidalis","Western Atlantic seabream","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,3.5538461538,233.20812736523055
"Belize",eez,Reconstructed domestic catch,2,1987,"Archosargus rhomboidalis","Western Atlantic seabream","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,15.1095167679,991.5066545652145
"Belize",eez,Reconstructed domestic catch,1,1987,"Calamus calamus","Saucereye porgy","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,12.2324355908,802.7087481396674
"Belize",eez,Reconstructed domestic catch,2,1987,"Calamus calamus","Saucereye porgy","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,3.5538461538,233.20812736523055
"Belize",eez,Reconstructed domestic catch,2,1987,"Calamus calamus","Saucereye porgy","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,15.1095167679,991.5066545652145
"Belize",eez,Reconstructed domestic catch,1,1987,"Sphyraena barracuda","Great barracuda","Large pelagics (>=90 cm)","Perch-likes","Belize",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,69.0181234849,570795.2722619172
"Belize",eez,Reconstructed domestic catch,2,1987,"Sphyraena barracuda","Great barracuda","Large pelagics (>=90 cm)","Perch-likes","Belize",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,20.0515907787,165831.12724463234
"Belize",eez,Reconstructed domestic catch,2,1987,"Sphyraena barracuda","Great barracuda","Large pelagics (>=90 cm)","Perch-likes","Belize",Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,85.2512556759,705046.8954694655
"Belize",eez,Reconstructed domestic catch,1,1987,"Lutjanus analis","Mutton snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,286.6265346849,963708.0598586126
"Belize",eez,Reconstructed domestic catch,2,1987,"Lutjanus analis","Mutton snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,39.6708980764,133383.1993611129
"Belize",eez,Reconstructed domestic catch,2,1987,"Lutjanus analis","Mutton snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Reported,small scale pole lines,Direct human consumption,43.6016930869,146599.4873696196
"Belize",eez,Reconstructed domestic catch,2,1987,"Lutjanus analis","Mutton snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,168.6646167941,567091.427163783
"Belize",eez,Reconstructed domestic catch,2,1987,"Lutjanus analis","Mutton snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Unreported,small scale pole lines,Direct human consumption,185.3767676728,623281.7394703602
"Belize",eez,Reconstructed domestic catch,1,1987,"Lutjanus campechanus","Northern red snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,34.1304720913,184571.85915035688
"Belize",eez,Reconstructed domestic catch,2,1987,"Lutjanus campechanus","Northern red snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Reported,small scale pole lines,Direct human consumption,9.9158050799,53623.00801695567
"Belize",eez,Reconstructed domestic catch,2,1987,"Lutjanus campechanus","Northern red snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Unreported,small scale pole lines,Direct human consumption,42.1579935193,227983.34640948803
"Belize",eez,Reconstructed domestic catch,1,1987,"Caranx latus","Horse-eye jack","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,12.2324355908,39675.513400661635
"Belize",eez,Reconstructed domestic catch,2,1987,"Caranx latus","Horse-eye jack","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,3.5538461538,11526.786276923065
"Belize",eez,Reconstructed domestic catch,2,1987,"Caranx latus","Horse-eye jack","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize",Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,15.1095167679,49007.234132201884
"Belize",eez,Reconstructed domestic catch,2,1987,"Ginglymostoma cirratum","Nurse shark","Large sharks (>=90 cm)","Sharks & rays","Belize",Artisanal,Landings,Unreported,small scale longline,Direct human consumption,170.7185401584,184834.7440885274
"Belize",eez,Reconstructed domestic catch,1,1987,"Neoniphon marianus","Longjaw squirrelfish","Small reef assoc. fish (<30 cm)","Other fishes & inverts","Belize",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,12.2324355908,802.7087481396674
"Belize",eez,Reconstructed domestic catch,2,1987,"Neoniphon marianus","Longjaw squirrelfish","Small reef assoc. fish (<30 cm)","Other fishes & inverts","Belize",Artisanal,Landings,Reported,small scale seine nets,Direct human consumption,0.1520767338,9.979478223828407
"Belize",eez,Reconstructed domestic catch,2,1987,"Neoniphon marianus","Longjaw squirrelfish","Small reef assoc. fish (<30 cm)","Other fishes & inverts","Belize",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,2.8917113576,189.75795839234286
"Belize",eez,Reconstructed domestic catch,2,1987,"Neoniphon marianus","Longjaw squirrelfish","Small reef assoc. fish (<30 cm)","Other fishes & inverts","Belize",Artisanal,Landings,Reported,small scale pole lines,Direct human consumption,0.5100580624,33.47069074905889
"Belize",eez,Reconstructed domestic catch,2,1987,"Neoniphon marianus","Longjaw squirrelfish","Small reef assoc. fish (<30 cm)","Other fishes & inverts","Belize",Artisanal,Landings,Unreported,small scale seine nets,Direct human consumption,0.6465687764,42.428705979523116
"Belize",eez,Reconstructed domestic catch,2,1987,"Neoniphon marianus","Longjaw squirrelfish","Small reef assoc. fish (<30 cm)","Other fishes & inverts","Belize",Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,12.2943873636,806.7741061530802
"Belize",eez,Reconstructed domestic catch,2,1987,"Neoniphon marianus","Longjaw squirrelfish","Small reef assoc. fish (<30 cm)","Other fishes & inverts","Belize",Artisanal,Landings,Unreported,small scale pole lines,Direct human consumption,2.1685606279,142.3038424326117
"Belize",eez,Reconstructed domestic catch,1,1987,"Rachycentron canadum","Cobia","Large pelagics (>=90 cm)","Perch-likes","Belize",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,12.2324355908,27312.41093293034
"Belize",eez,Reconstructed domestic catch,2,1987,"Rachycentron canadum","Cobia","Large pelagics (>=90 cm)","Perch-likes","Belize",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,3.5538461538,7934.97793846153
"Belize",eez,Reconstructed domestic catch,2,1987,"Rachycentron canadum","Cobia","Large pelagics (>=90 cm)","Perch-likes","Belize",Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,15.1095167679,33736.317506170104
"Belize",eez,Reconstructed domestic catch,3,1987,"Menippe mercenaria","Black stone crab","Lobsters, crabs","Crustaceans","Belize",Industrial,Landings,Reported,shrimp trawl,Direct human consumption,17.0000000000,89124.064
"Belize",eez,Reconstructed domestic catch,2,1987,"Panulirus argus","Caribbean spiny lobster","Lobsters, crabs","Crustaceans","Belize",Artisanal,Landings,Reported,small scale pots or traps,Direct human consumption,474.0000000000,3968793.468
"Belize",eez,Reconstructed domestic catch,3,1987,"Farfantepenaeus aztecus","Northern brown shrimp","Shrimps","Crustaceans","Belize",Industrial,Landings,Reported,shrimp trawl,Direct human consumption,38.0000000000,155755.616
"Belize",eez,Reconstructed domestic catch,2,1987,"Lobatus gigas","Pink conch","Other demersal invertebrates","Molluscs","Belize",Artisanal,Landings,Reported,hand or tools,Direct human consumption,989.0000000000,64899.49986006001
"Belize",eez,Reconstructed domestic catch,3,1987,"Litopenaeus schmitti","Southern white shrimp","Shrimps","Crustaceans","Belize",Industrial,Landings,Reported,shrimp trawl,Direct human consumption,38.0000000000,307368.662
"Belize",eez,Inferred foreign catch,,1987,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Taiwan",Industrial,Landings,Reported,unknown class,Direct human consumption,9.4394213023,12539.808668491387
"Belize",eez,Inferred foreign catch,,1987,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Taiwan",Industrial,Landings,Reported,unknown class,Fishmeal and fish oil,0.0047244351,0.03683022961419153
"Belize",eez,Inferred foreign catch,,1987,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Taiwan",Industrial,Landings,Reported,unknown class,Other,0.0047244351,0.03683022961419153
"Belize",eez,Inferred foreign catch,,1987,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Korea (South)",Industrial,Landings,Reported,unknown class,Direct human consumption,211.2073800733,223086.95037294825
"Belize",eez,Inferred foreign catch,,1987,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Korea (South)",Industrial,Landings,Reported,unknown class,Fishmeal and fish oil,0.1057093994,0.9239089600472578
"Belize",eez,Inferred foreign catch,,1987,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Korea (South)",Industrial,Landings,Reported,unknown class,Other,0.1057093994,0.9239089600472578
"Belize",eez,Inferred foreign catch,,1987,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Venezuela",Industrial,Discards,Unreported,unknown class,,137.7091934624
"Belize",eez,Inferred foreign catch,,1987,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Venezuela",Industrial,Landings,Reported,unknown class,Direct human consumption,507.0915147178,483053.29784497834
"Belize",eez,Inferred foreign catch,,1987,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Venezuela",Industrial,Landings,Reported,unknown class,Fishmeal and fish oil,0.2537995569,1.8537400770109158
"Belize",eez,Inferred foreign catch,,1987,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Venezuela",Industrial,Landings,Reported,unknown class,Other,0.2537995569,1.8537400770109158
"Belize",eez,Inferred foreign catch,,1987,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Sint Maarten",Industrial,Landings,Reported,pots or traps,Direct human consumption,24.8819212954,48237.66018424434
"Belize",eez,Inferred foreign catch,,1987,"Elasmobranchii","Sharks, rays, skates","Large sharks (>=90 cm)","Sharks & rays","Cuba",Industrial,Landings,Reported,other industrial,Fishmeal and fish oil,0.8080810850,3.686579576287477
"Belize",eez,Inferred foreign catch,,1987,"Elasmobranchii","Sharks, rays, skates","Large sharks (>=90 cm)","Sharks & rays","Korea (South)",Industrial,Landings,Reported,unknown class,Direct human consumption,0.7915354532,1451.0475420542155
"Belize",eez,Inferred foreign catch,,1987,"Elasmobranchii","Sharks, rays, skates","Large sharks (>=90 cm)","Sharks & rays","Korea (South)",Industrial,Landings,Reported,unknown class,Fishmeal and fish oil,0.0003961639,0.0034625054161003367
"Belize",eez,Inferred foreign catch,,1987,"Elasmobranchii","Sharks, rays, skates","Large sharks (>=90 cm)","Sharks & rays","Korea (South)",Industrial,Landings,Reported,unknown class,Other,0.0003961639,0.0034625054161003367
"Belize",eez,Inferred foreign catch,,1987,"Chondrichthyes","Sharks, rays, chimaeras","Large sharks (>=90 cm)","Sharks & rays","Taiwan",Industrial,Landings,Reported,unknown class,Direct human consumption,1.8702027110,3039.2664255707277
"Belize",eez,Inferred foreign catch,,1987,"Chondrichthyes","Sharks, rays, chimaeras","Large sharks (>=90 cm)","Sharks & rays","Taiwan",Industrial,Landings,Reported,unknown class,Fishmeal and fish oil,0.0009360374,0.0072970569978224225
"Belize",eez,Inferred foreign catch,,1987,"Chondrichthyes","Sharks, rays, chimaeras","Large sharks (>=90 cm)","Sharks & rays","Taiwan",Industrial,Landings,Reported,unknown class,Other,0.0009360374,0.0072970569978224225
"Belize",eez,Inferred foreign catch,,1987,"Lutjanidae","Snappers","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Direct human consumption,22.8789494338,78554.00348098266
"Belize",eez,Inferred foreign catch,,1987,"Lutjanidae","Snappers","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Fishmeal and fish oil,0.0114509256,0.5034984437302898
"Belize",eez,Inferred foreign catch,,1987,"Lutjanidae","Snappers","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Other,0.0114509256,0.5034984437302898
"Belize",eez,Inferred foreign catch,,1987,"Scombridae","Mackerels, tunas, bonitos","Medium pelagics (30 - 89 cm)","Perch-likes","Taiwan",Industrial,Landings,Reported,unknown class,Direct human consumption,0.7606752708,1613.0103904477537
"Belize",eez,Inferred foreign catch,,1987,"Scombridae","Mackerels, tunas, bonitos","Medium pelagics (30 - 89 cm)","Perch-likes","Taiwan",Industrial,Landings,Reported,unknown class,Fishmeal and fish oil,0.0003807184,0.028797413577409996
"Belize",eez,Inferred foreign catch,,1987,"Scombridae","Mackerels, tunas, bonitos","Medium pelagics (30 - 89 cm)","Perch-likes","Taiwan",Industrial,Landings,Reported,unknown class,Other,0.0003807184,0.028797413577409996
"Belize",eez,Inferred foreign catch,,1987,"Scombridae","Mackerels, tunas, bonitos","Medium pelagics (30 - 89 cm)","Perch-likes","Korea (South)",Industrial,Landings,Reported,unknown class,Direct human consumption,0.8868193938,1495.1766111006814
"Belize",eez,Inferred foreign catch,,1987,"Scombridae","Mackerels, tunas, bonitos","Medium pelagics (30 - 89 cm)","Perch-likes","Korea (South)",Industrial,Landings,Reported,unknown class,Fishmeal and fish oil,0.0004438536,0.037640068146296876
"Belize",eez,Inferred foreign catch,,1987,"Scombridae","Mackerels, tunas, bonitos","Medium pelagics (30 - 89 cm)","Perch-likes","Korea (South)",Industrial,Landings,Reported,unknown class,Other,0.0004438536,0.037640068146296876
"Belize",eez,Inferred foreign catch,,1987,"Epinephelus","Seabasses, hinds","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Direct human consumption,17.5157576425,40562.711296374124
"Belize",eez,Inferred foreign catch,,1987,"Epinephelus","Seabasses, hinds","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Fishmeal and fish oil,0.0087666455,0.03999466975304121
"Belize",eez,Inferred foreign catch,,1987,"Epinephelus","Seabasses, hinds","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Other,0.0087666455,0.03999466975304121
"Belize",eez,Inferred foreign catch,,1987,"Scomberomorus","Spanish mackerels","Large pelagics (>=90 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Fishmeal and fish oil,30.9798259062,141.33432346833092
"Belize",eez,Inferred foreign catch,,1987,"Calamus","Porgies","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Direct human consumption,2.2632407053,7584.305189362505
"Belize",eez,Inferred foreign catch,,1987,"Calamus","Porgies","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Fishmeal and fish oil,0.0011327531,0.00516777900388714
"Belize",eez,Inferred foreign catch,,1987,"Calamus","Porgies","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Other,0.0011327531,0.00516777900388714
"Belize",eez,Inferred foreign catch,,1987,"Epinephelus morio","Red grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Direct human consumption,163.6897285193,428632.68502924783
"Belize",eez,Inferred foreign catch,,1987,"Epinephelus morio","Red grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Fishmeal and fish oil,0.0819267911,0.3737615447595114
"Belize",eez,Inferred foreign catch,,1987,"Epinephelus morio","Red grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Other,0.0819267911,0.3737615447595114
"Belize",eez,Inferred foreign catch,,1987,"Acanthocybium solandri","Wahoo","Large pelagics (>=90 cm)","Perch-likes","Curacao",Industrial,Landings,Reported,longline,Direct human consumption,11.2473555946,64842.90580615186
"Belize",eez,Inferred foreign catch,,1987,"Lutjanus purpureus","Southern red snapper","Medium demersals (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Direct human consumption,431.1668925915,695721.8433809275
"Belize",eez,Inferred foreign catch,,1987,"Lutjanus purpureus","Southern red snapper","Medium demersals (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Fishmeal and fish oil,0.2157992455,0.9845065129128869
"Belize",eez,Inferred foreign catch,,1987,"Lutjanus purpureus","Southern red snapper","Medium demersals (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Other,0.2157992455,0.9845065129128869
"Belize",eez,Inferred foreign catch,,1987,"Ocyurus chrysurus","Yellowtail snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Direct human consumption,5.2375762072,16110.26065584118
"Belize",eez,Inferred foreign catch,,1987,"Ocyurus chrysurus","Yellowtail snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Fishmeal and fish oil,0.0026214095,0.011959238931612116
"Belize",eez,Inferred foreign catch,,1987,"Ocyurus chrysurus","Yellowtail snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Other,0.0026214095,0.011959238931612116
"Belize",eez,Assigned Tuna RFMO catch,,1987,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Mexico",Industrial,Discards,Unreported,longline,,22.0438469684
